Destination,Prefix,First Interval,Sub Interval,Rate,Status,Start Date,End Date
"PERU, TELEFONICA MOBILE",515495891,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",515495892,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",515495893,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",515495894,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51549590,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",515495928,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",515495929,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51549594,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51549595,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51549596,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51549598,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51549599,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569559,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569560,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569561,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569564,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569565,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569566,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569568,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51569569,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516196107,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516196108,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516196109,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51619615,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51619616,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51619619,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516296207,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516296208,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516296209,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51629625,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51629626,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51629629,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51639636,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396390,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396391,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396392,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396393,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396394,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396395,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396398,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516396399,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649540,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495440,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495441,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495442,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495443,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495444,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495445,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495446,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495447,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495448,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495490,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495491,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495492,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495493,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495494,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495495,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516495496,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649640,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649644,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649645,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649646,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649647,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649648,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51649649,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51659656,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51659658,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51659659,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516696600,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516696601,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516696602,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51669661,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51669666,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51669668,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51669669,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516796765,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516796766,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516796768,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516796769,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516796798,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",516796799,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517297260,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517297261,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517297262,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517297263,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517297267,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517297268,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517297269,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51729728,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51729729,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739680,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739681,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739684,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739688,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739689,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739690,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739691,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739692,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739694,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739695,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739696,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739698,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51739699,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749780,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749781,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517497840,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517497841,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517497842,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517497843,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517497844,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749788,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749789,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749790,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749791,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749792,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749794,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749795,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749796,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749798,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51749799,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517697007,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517697008,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",517697009,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769760,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769761,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769764,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769765,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769766,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769767,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769768,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51769769,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518298260,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518298261,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518298268,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518298298,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51839836,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518398394,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518398395,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518398396,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518398397,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518398398,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518398399,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518497487,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518497488,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",518497489,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51849749,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51849840,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51849845,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51849846,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51849848,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
"PERU, TELEFONICA MOBILE",51849849,30,6,0.1827,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632377,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632378,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632379,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632390,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632391,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632392,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632393,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632394,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632406,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632407,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632408,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632409,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63241,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632427,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632428,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63243,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632440,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632443,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632444,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632445,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632446,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632447,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632448,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632449,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632450,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632453,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632454,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632455,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632456,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632466,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632467,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632468,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632469,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632473,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632474,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63248,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63249,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,632963,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,633231,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6332323,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6333300,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6333301,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6333302,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6333303,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6333304,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352400,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352401,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352402,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352403,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352404,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352405,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352406,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352407,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352408,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352435,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6352437,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,635248,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,635249,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353321,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353322,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353323,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353325,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353327,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353331,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353332,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353334,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353335,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353336,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353337,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353338,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353341,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353342,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353343,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353364,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353381,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6353382,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63542172,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63542173,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63542174,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63542175,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,63543577,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,635444,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,635445,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354470,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354471,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354472,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354473,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354474,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354475,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354476,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354477,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6354478,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,635449,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6355251,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6355252,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6355261,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6355271,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6355276,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,635642,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356430,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356431,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356432,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356433,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356434,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356435,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356436,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356437,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6356438,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382300,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382301,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382302,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382303,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382304,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382305,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382306,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6382307,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6383300,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6383301,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6383302,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6383303,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6383304,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,638430,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6385214,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6385341,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6385342,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
PHILIPPINES - BAYANTEL,6385343,30,6,0.1542,Current,2010-07-02 11:06:58.484053,
