3-river-wireless-us:                              number@sms.3rivers.net
mobilecom-pa-us:                                  number@page.mobilcom.net
mobileone-sg:                                     number@m1.com.sg
mobilfone-us:                                     number@page.mobilfone.com
mobility-bm:                                      number@ml.bm-bm
mobistar-au:                                      number@mobistar.be-be
mobitel-si:                                       number@linux.mobitel.si
mobitel-tz:                                       number@sms.co.tz
mobtel-srbija-yu:                                 number@mobtel.co.yu
morris-wireless-us:                               number@beepone.net
movistar-es:                                      number@correo.movistar.net
mts-ru:                                           7number@sms.mts.ru
nbtel-ca:                                         number@wirefree.informe.ca-ca
netcom-no:                                        number@sms.netcom.no
nextel-br:                                        number@nextel.com.br
nextel-us:                                        number@messaging.nextel.com
npi-wireless-us:                                  number@npiwireless.com
ntelos-us:                                        number@pcs.ntelos.com
o2-de:                                            number@o2online.de
o2-m-mail-uk:                                     number@mmail.co.uk
o2-uk:                                            name@o2.co.uk
omnipoint-us:                                     number@omnipoint.com
one-connect-at:                                   number@onemail.at
onlinebeep-us:                                    number@onlinebeep.net
optimus-pt:                                       93number@sms.optimus.pt
optus-mobile-au:                                  number@optusmobile.com.au-au
orange-in:                                        number@orangemail.co.in
oskar-cz:                                         number@mujoskar.cz
pacific-bell-us:                                  number@pacbellpcs.net
pagemart-ca:                                      number@pmcl.net-ca
pagemart-us:                                      number@pagemart.net
pagenet-ca:                                       number@pagegate.pagenet.ca-ca
pageone-northwest-us:                             number@page1nw.com
p-and-t-lu:                                       number@sms.luxgsm.lu
pcs-one-us:                                       number@pcsone.net
personal-communication-ru:                        requires-number-in-subject-line-sms@pcom.ru
pgsm-hu:                                          3620number@sms.pgsm.hu
pioneer-enid-cellular-us:                         number@msg.pioneerenidcellular.com
plus-gsm-po:                                      +4860number@text.plusgsm.pl
powertel-us:                                      number@ptel.net
price-communications-us:                          number@mobilecell1se.com
primtel-ru:                                       number@sms.primtel.ru
propage-us:                                       number@page.propage.net
protel-us:                                        posts_directly_to_a_webpage
public-service-cellular-us:                       number@sms.pscel.com
qualcomm-us:                                      name@pager.qualcomm.com
qwest-us:                                         number@qwestmp.com
ram-page-us:                                      number@ram-page.com
rogers-ca:                                        number@pcs.rogers.com
safaricom-us:                                     number@safaricomsms.com
satelindo-gsm-us:                                 number@satelindogsm.com
satellink-us:                                     number.pageme@satellink.net
scs-900-ru:                                       number@scs-900.ru
sfr-fr:                                           number@sfr.fr
si-mobil-si:                                      number@simobil.net
simple-freedom-us:                                number@text.simplefreedom.net
skytel-pagers-us:                                 number@skytel.com
smart-telecom-us:                                 number@mysmart.mymobile.ph
sonofon-dk:                                       number@note.sonofon.dk
southern-linc-us:                                 number@page.southernlinc.com
southwestern-bell-us:                             number@email.swbw.com
sprint-pcs-us:                                    number@messaging.sprintpcs.com
sprint-us:                                        number@sprintpaging.com
st-paging-us:                                     pin@page.stpaging.com
suncom-us:                                        number@tms.suncom.com
sunrise-mobile-ch:                                number@mysunrise.ch
surewest-communications-us:                       number@mobile.surewest.com
swisscom-ch:                                      number@bluewin.ch
telcel-pt:                                        91number@sms.telecel.pt
tele2-lv:                                         number@sms.tele2.lv
telecom-italia-mobile-it:                         33number@posta.tim.it
tele-danmark-mobil-dk:                            number@sms.tdk.dk
telenor-no:                                       number@mobilpost.no
teletouch-us:                                     number@pageme.teletouch.com
telia-denmark-dk:                                 number@gsm1800.telia.dk
telus-ca:                                         number@msg.telus.com-ca
telus-us:                                         number@msg.telus.com
the-indiana-paging-co-us:                         number@pager.tdspager.com
tim-us:                                           number@timnet.com
tmn-pt:                                           96number@mail.tmn.pt
t-mobile-at:                                      number@sms.t-mobile.at
t-mobile-de:                                      +49number@t-d1-sms.de
t-mobile-uk:                                      number@t-mobile.uk.net
t-mobile-us:                                      number@tmomail.net
triton-us:                                        number@tms.suncom.com
tsr-wireless-us:                                  number@alphame.com
umc-ua:                                           number@sms.umc.com.ua
unicel-us:                                        number@utext.com
uraltel-ru:                                       number@sms.uraltel.ru
usa-mobility-us:                                  number@mobilecomm.net
us-cellular-us:                                   number@email.uscc.net
verizon-pagers-us:                                number@myairmail.com
verizon-pcs-us:                                   number@myvzw.com
verizon-us:                                       number@vtext.com
vessotel-ru:                                      number@pager.irkutsk.ru
virgin-mobile-us:                                 number@vmobl.com
virgin-us:                                        number@vmobl.com
vodafone-es:                                      number@vodafone.es
vodafone-it:                                      number@sms.vodafone.it
vodafone-jp:                                      number@c.vodafone.ne.jp
vodafone-omnitel-it:                              34number@vizzavi.it
weblink-wireless-us:                              number@pagemart.net
west-central-wireless-us:                         number@sms.wcc.net
western-wireless-us:                              number@cellularonewest.com
wyndtell-us:                                      number@wyndtell.com
