################################################################
# abuse.ch SSLBL Extended                                      #
# Last updated: 2017-02-10 09:45:01 (UTC)                      #
#                                                              #
# Terms Of Use: https://sslbl.abuse.ch/blacklist/              #
# For questions please contact sslbl [at] abuse.ch             #
################################################################
#
# Timestamp of Listing (UTC),Referencing Sample (MD5),Destination IP,Destination Port,SSL certificate SHA1 Fingerprint,Listing reason
2017-01-29 09:37:56,cbc85edecdf378da229bc208b09cf706,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,18766840553512d3d80249e5c8ddcf16,184.105.192.2,443,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,85936b9d787c433bd0539b030ae24486,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,d761d4f260bcf0fa881d99303b1eda74,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,a64c5be0a2e7ee36a472c7615f21cd9f,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,d79e166c3b900e1a9467a1549f7eea42,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,e0e6ea014072f1a0f2d3c55d24364008,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,190a669792f85a8b6a90caed6689add2,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,0330f1caebcc3a3d5e4f7d64dbfed255,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,c43fcb2aea060762ce7f0084d48a8fc3,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,f2b0e7f1f08c81f85cd658846b605121,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,9073e0a087f8bd92b6f807cce8d2277e,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,bde19a81d32637aa6164a42c8b2de827,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,e7566bda4292061ffc04085a937aff74,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,a1365020b458b4f5a6f03b961a288934,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,fd430fd5ee79052f6697a44645da79b9,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,4f5be7508ad1a4c5128b25869e17a235,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,e7689bf5b51c34a8b03242da4d50bf4c,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,e0da630277640bfc622a7b7cdcf39ae7,184.105.192.2,443,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,ce77d4e1917c063c03b32d58a507de5f,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,59d0ae7370cdff2c672a09c4aeba39ca,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:37:56,d8ffe185b23ca820fec18f6b635901cc,216.218.208.114,80,1b1eedd19f9f11337ebae28a03c4a9d660eeb3a8,Gootkit C&C
2017-01-29 09:33:18,a9b5e0dcdf29af2d7ce9666b8dce061f,88.202.188.35,80,669f16d43846942f011fd152562fdb1f62f3ffb8,Gootkit C&C
2017-01-29 09:33:18,3482a6b6d66f4057d1002867bdd772c6,88.202.188.35,80,669f16d43846942f011fd152562fdb1f62f3ffb8,Gootkit C&C
2017-01-29 09:33:18,d53a6128913a8434bd1fd821ff1dab31,88.202.188.35,80,669f16d43846942f011fd152562fdb1f62f3ffb8,Gootkit C&C
2017-01-29 09:33:18,119c4ed16f83eef1a19fa353c454f4bb,88.202.188.35,80,669f16d43846942f011fd152562fdb1f62f3ffb8,Gootkit C&C
2017-01-29 09:33:18,91b1d1cd4daeecffae431ebcc6a19d8c,88.202.188.35,80,669f16d43846942f011fd152562fdb1f62f3ffb8,Gootkit C&C
2017-01-29 09:33:18,de1b8b8a064ad3cd0fea67e0ecbe723f,88.202.188.35,80,669f16d43846942f011fd152562fdb1f62f3ffb8,Gootkit C&C
2017-01-29 09:33:18,57d313bd59d620ac367417b9323d297e,88.202.188.35,80,669f16d43846942f011fd152562fdb1f62f3ffb8,Gootkit C&C
2017-01-29 08:49:59,a95ad0735e64a80bd3dc0793b4006bd6,93.113.131.123,443,2b0084c889c017a7074a09b5bb6e58e4d750dde7,TorrentLocker C&C
2017-01-29 08:49:59,d6fb2995cf8fc3171ca70ca3161e4cb2,93.113.131.123,443,2b0084c889c017a7074a09b5bb6e58e4d750dde7,TorrentLocker C&C
2017-01-29 08:49:59,5d812ed24558e6c9f552e1dcf7488090,93.113.131.123,443,2b0084c889c017a7074a09b5bb6e58e4d750dde7,TorrentLocker C&C
2017-01-26 12:32:09,0e1378b13d3987f85b4a221467b6c245,209.20.67.87,4432,d8eb24f90848872fdbeca39db34be1004f1b030d,Dridex C&C
2017-01-26 12:32:09,f9ff57b3e382178ad06a34ad6c854bfb,209.20.67.87,4432,d8eb24f90848872fdbeca39db34be1004f1b030d,Dridex C&C
2017-01-26 12:32:09,0144d39fb6f24856265ddb2457a06c22,209.20.67.87,4432,d8eb24f90848872fdbeca39db34be1004f1b030d,Dridex C&C
2017-01-26 12:32:08,f9ff57b3e382178ad06a34ad6c854bfb,216.55.182.20,4431,dbf0337b21436fb62e6e79e888bdd90f2668b31f,Dridex C&C
2017-01-26 12:32:08,0144d39fb6f24856265ddb2457a06c22,216.55.182.20,4431,dbf0337b21436fb62e6e79e888bdd90f2668b31f,Dridex C&C
2017-01-25 13:36:41,cebdeede362f153e13072662ecac5f40,68.169.45.193,80,748e318f082328d05e1ae68b88e5139ffa734b5a,Gootkit C&C
2017-01-25 13:36:41,dadf9af2c8be488500af1cd7d56663ee,68.169.45.193,80,748e318f082328d05e1ae68b88e5139ffa734b5a,Gootkit C&C
2017-01-25 13:36:41,b5551a39a897b366735375985f0f78f3,68.169.45.193,80,748e318f082328d05e1ae68b88e5139ffa734b5a,Gootkit C&C
2017-01-25 13:36:41,f4f16f6a1affd8a50b894755a5a26c33,68.169.45.193,80,748e318f082328d05e1ae68b88e5139ffa734b5a,Gootkit C&C
2017-01-25 13:36:41,e8ce68638ea980aef1fb3628bd5fcc3f,68.169.45.193,80,748e318f082328d05e1ae68b88e5139ffa734b5a,Gootkit C&C
2017-01-25 13:36:41,1f2478dfe8287994369b18a904cebcc4,68.169.45.193,80,748e318f082328d05e1ae68b88e5139ffa734b5a,Gootkit C&C
2017-01-25 13:36:41,18a38b6602b3aba9d773a86ec37d506c,68.169.45.193,80,748e318f082328d05e1ae68b88e5139ffa734b5a,Gootkit C&C
2017-01-25 12:29:38,a7976f9d1c95f8591c1cc36ddbc47031,77.236.97.60,4433,d9232aeff9e823a4d8c3dc77674a6bdd88ed6e9b,Dridex C&C
2017-01-25 12:29:38,6233778c733daa00ce5b9b25aae0a3cb,154.0.171.105,8443,d9232aeff9e823a4d8c3dc77674a6bdd88ed6e9b,Dridex C&C
2017-01-25 12:29:35,6233778c733daa00ce5b9b25aae0a3cb,81.130.131.55,8443,9e935b1f30af15da280de099ec7258978b69c756,Dridex C&C
2017-01-25 12:29:34,6233778c733daa00ce5b9b25aae0a3cb,84.234.75.108,4431,b38a8655ecb569de29434ae8c7b187c93b84b606,Dridex C&C
2017-01-25 12:29:34,f9ff57b3e382178ad06a34ad6c854bfb,84.234.75.108,4431,b38a8655ecb569de29434ae8c7b187c93b84b606,Dridex C&C
2017-01-24 10:39:35,58a68280e595b8f6a19635007584f11a,62.109.2.195,443,1b43bb82f2fe80e5cef4de6e4b317fff51ba83b7,TorrrentLocker C&C
2017-01-24 07:53:27,8052eefe0c610ccccd52e909a645522e,192.111.142.39,80,4535bf9ae7e786d77ee482d74b9a22cbe099be2e,Gootkit C&C
2017-01-24 07:53:27,6278d4b5281658ab9d97b71f3eab0829,192.111.142.39,80,4535bf9ae7e786d77ee482d74b9a22cbe099be2e,Gootkit C&C
2017-01-24 07:53:27,a2a49b8e71e4144586627ae3fb48e2fd,192.111.142.39,80,4535bf9ae7e786d77ee482d74b9a22cbe099be2e,Gootkit C&C
2017-01-24 07:53:27,e1b8a83d78f49a6b8f0b7fe3df7a9910,192.111.142.39,80,4535bf9ae7e786d77ee482d74b9a22cbe099be2e,Gootkit C&C
2017-01-24 05:52:08,55c2368aa15a128e946fafd700160375,212.227.105.182,8343,7a03a2d9f0cf405cd3ec2b1a10e26aa1b63657b1,Dridex C&C
2017-01-24 05:52:07,315044424d854d012f4bac9d3ab2b416,82.30.148.143,443,6f4bb25cc36d1cbdf535d06f4b3ed4e45babbdd4,Dridex C&C
2017-01-24 05:52:07,55c2368aa15a128e946fafd700160375,31.31.168.26,443,6f4bb25cc36d1cbdf535d06f4b3ed4e45babbdd4,Dridex C&C
2017-01-24 05:52:05,55c2368aa15a128e946fafd700160375,31.31.168.26,443,a97b7616d3cfe7fec84f270d15cdd149d30ecdc6,Dridex C&C
2017-01-24 05:52:05,315044424d854d012f4bac9d3ab2b416,80.90.203.245,443,a97b7616d3cfe7fec84f270d15cdd149d30ecdc6,Dridex C&C
2017-01-24 05:52:03,55c2368aa15a128e946fafd700160375,31.31.168.26,443,43855804f0a42b76ed9057b8209280f756f536ee,Dridex C&C
2017-01-24 05:52:03,315044424d854d012f4bac9d3ab2b416,81.130.206.62,8443,43855804f0a42b76ed9057b8209280f756f536ee,Dridex C&C
2017-01-23 09:14:30,d048b675036cab41b371b194b9f4dd06,173.212.200.226,80,dff991d6d9b0c947272bb3d7800b4177be492f91,Gootkit C&C
2017-01-23 09:14:30,7ba788a2eefe970965c7d25fb1613178,173.212.200.226,80,dff991d6d9b0c947272bb3d7800b4177be492f91,Gootkit C&C
2017-01-23 09:14:30,3bd1b98c31921473f2b477cb1e850dd8,173.212.200.226,80,dff991d6d9b0c947272bb3d7800b4177be492f91,Gootkit C&C
2017-01-23 09:14:30,8cf501a0a1fb09b59b0d4290f2f9557e,173.212.200.226,80,dff991d6d9b0c947272bb3d7800b4177be492f91,Gootkit C&C
2017-01-22 08:55:24,48a771975024f7724c8ca761ef646e63,107.182.236.109,80,b4a9294818898d8495aa539f079d7a78800107fa,Gootkit C&C
2017-01-21 11:14:35,e0a18bf7dd1193f0cb0002b16ba02afe,93.119.123.134,80,cf7a4a2221b03ec1e60496223b8c85ce32abede6,Gootkit C&C
2017-01-21 11:11:11,f39e723c9511821e2f237e6883d07733,94.177.189.240,80,89f70f43f5d81a48f48acd5cdec9d37fd8a04bba,Gootkit C&C
2017-01-21 11:11:11,0e69714e85f3b00aa88b8993c8388d5f,94.177.189.240,80,89f70f43f5d81a48f48acd5cdec9d37fd8a04bba,Gootkit C&C
2017-01-21 11:11:11,47cab087e5293a3c30830d1babb891ef,94.177.189.240,80,89f70f43f5d81a48f48acd5cdec9d37fd8a04bba,Gootkit C&C
2017-01-21 11:11:11,190ad0712afbdf35894d459a3bcec88f,94.177.189.240,80,89f70f43f5d81a48f48acd5cdec9d37fd8a04bba,Gootkit C&C
2017-01-20 16:35:41,d3d32c257d19c89736b3b6ad9dfe92a8,188.227.17.6,443,db24814f7647f915719b06c4bcd7d963822fd507,TorrentLocker C&C
2017-01-20 11:12:46,6233778c733daa00ce5b9b25aae0a3cb,77.236.97.60,4433,796a99bc9f7db31acdd48b5a761f70b3b2170bf9,Dridex C&C
2017-01-20 11:12:46,a7976f9d1c95f8591c1cc36ddbc47031,154.0.171.105,8443,796a99bc9f7db31acdd48b5a761f70b3b2170bf9,Dridex C&C
2017-01-20 11:12:45,a7976f9d1c95f8591c1cc36ddbc47031,23.94.38.151,4431,57600086f446f893b99852b7e1952cf8979ffd4b,Dridex C&C
2017-01-20 08:40:51,19d8615700433a1727248fd22a7e2408,188.227.173.38,80,21a1c4b97d84ecd3eb6950c1b9f03135719e5dc0,Gootkit C&C
2017-01-20 08:40:51,63b05e25a17479bad73c2e84d6ea2276,188.227.173.38,80,21a1c4b97d84ecd3eb6950c1b9f03135719e5dc0,Gootkit C&C
2017-01-20 08:40:51,43cd2b62768f911c2e5d76feac8fc781,188.227.173.38,80,21a1c4b97d84ecd3eb6950c1b9f03135719e5dc0,Gootkit C&C
2017-01-20 08:40:51,587c565c9a269219c07191e69693a6eb,188.227.173.38,80,21a1c4b97d84ecd3eb6950c1b9f03135719e5dc0,Gootkit C&C
2017-01-19 15:30:38,faefc2f46cedadf8c0b1f81d905f0044,185.77.131.102,443,ec21cd3a9b2d4a0a5dc6d18c714bf4eab92213d2,Chthonic C&C
2017-01-19 15:30:38,f1048a7e38931b2630f46e8fc9cd991e,52.70.122.231,443,ec21cd3a9b2d4a0a5dc6d18c714bf4eab92213d2,Chthonic C&C
2017-01-19 15:30:38,a026f090b8ad721b63c7ef385ccfb2a0,52.70.122.231,443,ec21cd3a9b2d4a0a5dc6d18c714bf4eab92213d2,Chthonic C&C
2017-01-19 15:30:38,61cccc6aa57d6e55ece30be80f7afb97,52.33.54.94,443,ec21cd3a9b2d4a0a5dc6d18c714bf4eab92213d2,Chthonic C&C
2017-01-19 15:30:38,496593cfb4d702baa636868c85219027,185.156.179.96,443,ec21cd3a9b2d4a0a5dc6d18c714bf4eab92213d2,Chthonic C&C
2017-01-19 15:30:38,a02b54cb12da9ebb169ae9e8f5c53060,185.156.179.96,443,ec21cd3a9b2d4a0a5dc6d18c714bf4eab92213d2,Chthonic C&C
2017-01-19 15:30:38,0d368dca28b938ed9d7c61a2ce0d192d,185.156.179.96,443,ec21cd3a9b2d4a0a5dc6d18c714bf4eab92213d2,Chthonic C&C
2017-01-19 13:42:18,aea48ee4aa6f4b44bde2ee2f44dfb95e,82.99.60.26,443,2d2bf324d7f352d9e6d49bb0d96e05196df793cc,Dridex C&C
2017-01-19 08:06:05,,91.226.11.84,443,74e1a239a7d059d38ed7764bcbbc2d56ae902060,Gozi MITM
2017-01-17 13:49:39,a3141ad9d2c40d5cac5adde1917b754a,193.204.38.28,4431,5d0e4f8038bf483af1749e7ebc5a217a4bbd43e0,Dridex C&C
2017-01-17 13:49:37,a3141ad9d2c40d5cac5adde1917b754a,220.233.135.250,8443,81c6eb5c917e4301cc81840c74938e9207bccee6,Dridex C&C
2017-01-17 13:49:36,a3141ad9d2c40d5cac5adde1917b754a,23.94.38.151,4431,450f887a4af0194eb581d56080a3babfbc1d12b4,Dridex C&C
2017-01-17 13:49:36,aea48ee4aa6f4b44bde2ee2f44dfb95e,23.94.38.151,4431,450f887a4af0194eb581d56080a3babfbc1d12b4,Dridex C&C
2017-01-16 09:17:44,86f7fb8109d2ccc1aaa31fdb7203caec,5.249.154.143,80,527099bd97e1c8e877091378066e918b1563ef8d,Gootkit C&C
2017-01-16 09:17:44,082721cdd8e9145aa74e92973e9c6011,5.249.154.143,80,527099bd97e1c8e877091378066e918b1563ef8d,Gootkit C&C
2017-01-16 09:17:44,e5d80c3280d56cb73c8ab7606c21b946,5.249.154.143,80,527099bd97e1c8e877091378066e918b1563ef8d,Gootkit C&C
2017-01-05 07:34:51,b0655995aba6eb257a7888872d6f6e59,85.214.91.74,4431,eb98f00e43e7a132e53f5a2d03208d4758e40b56,Dridex C&C
2017-01-05 07:34:51,8db0150193681876c02119823d05cfce,85.214.91.74,4431,eb98f00e43e7a132e53f5a2d03208d4758e40b56,Dridex C&C
2017-01-05 07:34:51,de815f5e705af839b1da3b87d6bdce18,85.214.91.74,4431,eb98f00e43e7a132e53f5a2d03208d4758e40b56,Dridex C&C
2017-01-05 07:34:49,8db0150193681876c02119823d05cfce,91.103.2.132,4431,3db0611abfb19d1bfe5e2835bad8854a50e928b0,Dridex C&C
2017-01-05 07:34:49,b0655995aba6eb257a7888872d6f6e59,91.103.2.132,4431,3db0611abfb19d1bfe5e2835bad8854a50e928b0,Dridex C&C
2017-01-05 07:34:49,de815f5e705af839b1da3b87d6bdce18,91.103.2.132,4431,3db0611abfb19d1bfe5e2835bad8854a50e928b0,Dridex C&C
2017-01-05 07:34:47,b0655995aba6eb257a7888872d6f6e59,92.222.129.145,4431,38d50be8831f4a2ae931dd3156a8cd8e1217bd53,Dridex C&C
2017-01-05 07:34:47,8db0150193681876c02119823d05cfce,92.222.129.145,4431,38d50be8831f4a2ae931dd3156a8cd8e1217bd53,Dridex C&C
2017-01-05 07:34:47,de815f5e705af839b1da3b87d6bdce18,92.222.129.145,4431,38d50be8831f4a2ae931dd3156a8cd8e1217bd53,Dridex C&C
2017-01-04 17:43:25,652e51db3f1a45c6624d508cee245bab,5.188.232.10,80,7b72316fe4a9069c8b4f973dbb2868f1b9e9fa63,Gootkit C&C
2017-01-04 17:43:25,c932997449076a456d141979e2df3c52,5.188.232.10,80,7b72316fe4a9069c8b4f973dbb2868f1b9e9fa63,Gootkit C&C
2016-12-30 07:54:19,209071cf4ae0578321f340f5819a1bc1,89.46.78.221,80,1d05c6fef14d2671d759a05b496464b831c650e8,Gootkit C&C
2016-12-30 07:54:19,0e7271008da870658f4d25da8bb24e85,89.46.78.221,80,1d05c6fef14d2671d759a05b496464b831c650e8,Gootkit C&C
2016-12-28 10:03:54,e982bb966976eee81a531be3a90435be,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-28 10:03:54,4c6710464f6f688522f81f64832b9f1a,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-28 10:03:54,23aafa647eef370ecad77d4bbb43f68f,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-28 10:03:54,0dda0592354ca3ae26269fac3cafe9d4,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-28 10:03:54,c869ba2a4a26c1b50b724590b3086356,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-28 10:03:54,65ad4ad49eff82a7265a453f2f56d8d9,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-28 10:03:54,7018014d96e283789e3438b956181ff4,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-28 10:03:54,04deb0ebae39b261a58df442553f3b96,94.177.175.55,80,a82dd258544acf0a109296493421262397741db7,Gootkit C&C
2016-12-25 08:54:03,4bf93c42a916e1bbf339c03f0f850a52,212.200.111.170,4431,c5036f5e25b19c8d376e175283500bbce4a4d19a,Dridex C&C
2016-12-25 08:54:03,c1071758777830a19260d4c2bdfdc80c,212.200.111.170,4431,c5036f5e25b19c8d376e175283500bbce4a4d19a,Dridex C&C
2016-12-25 08:54:01,4bf93c42a916e1bbf339c03f0f850a52,188.68.50.34,4431,9c31420220917a09fa3f26ce826c83da3dc3d409,Dridex C&C
2016-12-25 08:54:01,c1071758777830a19260d4c2bdfdc80c,188.68.50.34,4431,9c31420220917a09fa3f26ce826c83da3dc3d409,Dridex C&C
2016-12-25 08:50:56,721563b95f0aabc989ce49068c1040b1,23.227.201.27,80,62bdb404038f4d32a75199d7ac01d091bbe446e2,Gootkit C&C
2016-12-25 08:50:56,42b5f0c47f5f866e4b06733b06ba27fc,23.227.201.27,80,62bdb404038f4d32a75199d7ac01d091bbe446e2,Gootkit C&C
2016-12-24 12:27:58,ae167e489b85ee1f778a6c7d548fde53,93.189.43.164,443,d4f3ef1bef3d140ad91e83c18aaf28ad3ac87980,Vawtrak C&C
2016-12-24 12:27:58,a11546b192a216b0f7d36140b7ec6963,91.221.37.6,443,d4f3ef1bef3d140ad91e83c18aaf28ad3ac87980,Vawtrak C&C
2016-12-24 12:27:58,0d1980e131902fab2b495de74fef30f8,91.221.37.6,443,d4f3ef1bef3d140ad91e83c18aaf28ad3ac87980,Vawtrak C&C
2016-12-24 12:18:48,a1658d3c7068ecb54e6129ba2b69f5df,82.196.5.27,8343,1071d060d0c1257a33fbfd9b83dec0ab30436e04,Dridex C&C
2016-12-23 07:38:55,ce74c3e57faf54fae85c868264a587d2,185.101.94.187,80,d496422a7934df513c1683844c8a6869e6462f6f,Gootkit C&C
2016-12-23 07:38:55,a4d6a6cbf453ba3bc204fb905675ee95,185.101.94.187,80,d496422a7934df513c1683844c8a6869e6462f6f,Gootkit C&C
2016-12-23 07:38:55,1d16931f60866f07aa17d085018eb36f,185.101.94.187,80,d496422a7934df513c1683844c8a6869e6462f6f,Gootkit C&C
2016-12-23 07:38:55,7d2052634b72dfb5d3d70864a91b05b6,185.101.94.187,80,d496422a7934df513c1683844c8a6869e6462f6f,Gootkit C&C
2016-12-22 12:32:44,6b21f986309b0aadda301725fd80ffa6,69.43.168.214,8343,bfd580574197751ef63921b59c9a7caff14306c5,Dridex C&C
2016-12-22 12:32:44,efabd146ed7d604c2f90ca59ef1da81a,69.43.168.214,8343,bfd580574197751ef63921b59c9a7caff14306c5,Dridex C&C
2016-12-22 12:32:44,3635ac6099baedae893b3991f730652c,69.43.168.214,8343,bfd580574197751ef63921b59c9a7caff14306c5,Dridex C&C
2016-12-22 12:32:44,3ea61e934c4fb7421087f10cacb14832,69.43.168.214,8343,bfd580574197751ef63921b59c9a7caff14306c5,Dridex C&C
